 名称,许可证号,许可证有效期,地址,经营项目,经营方式,食品类型,主题类型 ,lat,lng,town
 佛山市南海区大沥镇新轩逸烟酒商行,SP4406821250009524,04/24/2015,佛山市南海区大沥镇盐步联安邵边村牌坊旁兴盛商业街自编117号商铺,预包装食品、乳制品,零售, , ,23.052951,112.891846,丹灶镇,祈福大道
 佛山市南海区翰和酒类商行,SP4406821250009452,04/24/2015,佛山市南海区桂城街道平洲怡海路海逸城市花园逸彩居（2号楼）114号商铺,预包装食品,批发兼零售, , ,23.034345,113.112254,祖庙街道,福贤路
 佛山市南海区丹灶西城旺成水果档,SP4406821250009055,04/22/2015,佛山市南海区丹灶工业大道,预包装食品、乳制品,零售, , ,23.050007,112.90691,丹灶镇,云峰路
 佛山市南海沙头创汇新世纪饼屋,SP4406821250009774,04/26/2015,佛山市南海区九江镇沙头民康路东升直街4号,预包装食品、散装食品、乳制品,零售, , ,22.916746,113.025429,九江镇,民康路
 佛山市南海沙头谭世饼屋,SP4406821250010422,04/27/2015,佛山市南海区九江镇沙头英明乡昌一队,预包装食品、散装食品、乳制品,零售, , ,22.833696,112.988233,九江镇,江滨路
 佛山市南海沙头创意新世纪饼屋,SP4406821250009766,04/26/2015,佛山市南海区九江镇沙头青平路青叟社综合楼B座3号,预包装食品、散装食品、乳制品,零售, , ,22.916224,113.023596,九江镇,清平路
 佛山市南海区九江影记杂货店,SP4406821250009670,04/25/2015,佛山市南海区九江镇上东乡沙滘公路段(侯王庙前),预包装食品,零售, , ,22.833696,112.988233,九江镇,江滨路
 佛山市南海区罗村百源堂餐厅,SP4406821250008974,04/22/2015,佛山市南海区罗村沿江路金船湾商业广场负一层临街1号铺,预包装食品,零售, , ,23.055613,113.04271,狮山镇,城中路
 佛山市南海区大沥枣兴食品商行,SP4406821250008636,04/19/2015,佛山市南海区大沥镇大发综合市场中排401号,预包装食品,批发兼零售, , ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海区侠伟日用品店,SP4406821250009485,04/24/2015,佛山市南海区桂城西约村福庆223号,预包装食品,零售, , ,23.041657,113.136696,桂城街道,南四路
 佛山市南海区桂城石 周记茶楼,SP4406821250011275,05/07/2015,佛山市南海区桂城石,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区大沥镇黄岐万客隆百货店,SP4406821250008628,04/19/2015,佛山市南海区大沥镇黄岐漖表环村东路26号,预包装食品,零售, , ,23.111486,113.101404,大沥镇,环村东路
 佛山市南海区韦统志粮油店,SP4406821250009581,04/25/2015,佛山市南海区小塘塘中路113号,预包装食品、散装食品,零售, , ,23.092009,112.968315,狮山镇,塘中路
 佛山市南海区西樵民乐荣华杂货店,SP4406821250008870,04/19/2015,佛山市南海区西樵民乐邮电局门前,预包装食品、乳制品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区万众便利店,SP4406821250010326,04/27/2015,佛山市南海区桂城街道桂花园三街11号101号铺,预包装食品,零售, , ,23.03406,113.139404,桂城街道,桂花园三街
 佛山市南海区圆梦日用品商行,SP4406821250236961,02/13/2015,佛山市南海区罗村乐安开发区乐城二路盛丰花园铺位10号之二,预包装食品,批发兼零售, , ,23.071022,113.096527,大沥镇,乐城二路
 佛山市南海区盐步锐壕百货店,SP4406821250009389,04/24/2015,佛山市南海区大沥镇盐步新城区宝丽苑3号,预包装食品,零售, , ,23.10673,113.168171,大沥镇,盐步大道
 佛山市南海瀚林轩茶行,SP4406821250005762,03/31/2015,佛山市南海区黄岐凯民茶博城内B3座首层a3号铺位,预包装食品,批发兼零售, , ,23.108261,113.176171,大沥镇,广佛路
 佛山市南海区九江荣剑日杂店,SP4406821250009364,04/24/2015,佛山市南海区九江镇上西相府三队277号地铺,预包装食品、散装食品、乳制品,零售, , ,22.840991,112.988781,九江镇,
 佛山市南海区和顺元利商店,SP4406821250010279,04/27/2015,佛山市南海区里水镇和顺小布三乡市头,预包装食品、乳制品,零售, , ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区畅爽百货店,SP4406821250008966,04/22/2015,佛山市南海区罗村乐城三路富安花园B区富新阁、富民阁首层商铺05号、06号,预包装食品、乳制品,批发兼零售, , ,22.881729,113.206515,伦教街道,伦常路
 佛山市南海区卓峰游艺城,SP4406821210239673,04/27/2015,佛山市南海区里水镇和顺和桂工业园内,预包装食品,零售, , ,23.288602,113.090863,里水镇,顺景大道
 佛山市南海区大沥雄鹏食品商行,SP4406821250008610,04/19/2015,佛山市南海区大沥沥东芦村新铺73号,预包装食品,批发兼零售, , ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区鸿菊杂货店,SP4406821250009508,04/24/2015,佛山市南海区桂城平南东坊大道5号首层,预包装食品,零售, , ,23.018787,113.202284,桂城街道,东坊大道
 佛山市南海区亮晶晶饮用水经营部,SP4406821250009477,04/24/2015,佛山市南海区桂城街道平洲世界俱乐部门前22-23号,预包装食品,零售, , ,23.038643,113.177819,桂城街道,Y005(夏平东路)
 佛山市南海区纯记烧腊档,SP4406821250009707,04/26/2015,佛山市南海区狮山广场B座首层烧腊熟食类档位03号,散装食品,零售, , ,23.126844,113.004924,狮山镇,狮城路辅路
 佛山市南海区乐儿面包屋,SP4406821250009573,04/25/2015,佛山市南海区小塘思贤路69号之一,预包装食品、散装食品、乳制品,零售, , ,23.096021,112.973853,狮山镇,思贤路
 佛山市南海区西樵德联轩烟酒行,SP4406821250008931,04/19/2015,佛山市南海区西樵樵安楼9号,预包装食品,零售, , ,22.944997,112.9696,西樵镇,朝乐路
 佛山市南海区西樵均祥杂货店,SP4406821250007387,04/12/2015,佛山市南海区西樵民乐敦伦村铺位3号,预包装食品、乳制品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区西樵芳成杂货店,SP4406821250007282,04/12/2015,佛山市南海区西樵大岸商铺16号铺,预包装食品、乳制品,零售, , ,22.988378,112.960101,西樵镇,
 佛山市南海区丹灶银河银秀商店,SP4406821250009047,04/22/2015,佛山市南海区丹灶镇银河经济联合社“高家杏”南海银河五金有限公司厂房A首层13号,预包装食品、乳制品,零售, , ,23.004161,112.893186,丹灶镇,X512(大杏大道)
 佛山市南海区叶女杂货店,SP4406821250007303,04/12/2015,佛山市南海区西樵大岸商铺18号,预包装食品、乳制品,零售, , ,22.988378,112.960101,西樵镇,
 佛山市南海区西樵润基杂货店,SP4406821250008923,04/19/2015,佛山市南海区西樵民生市场地下楼44-46号,预包装食品、乳制品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区大沥天宪百货商行,SP4406821250009696,04/25/2015,佛山市南海区大沥芦村新铺71号铺,预包装食品,批发兼零售, , ,23.108067,113.124299,大沥镇,芦村东区路
 佛山市南海区佳佳水果店,SP4406821250009436,04/24/2015,佛山市南海区桂城街道平洲新村大道西26号首层,预包装食品,零售, , ,23.029947,113.205588,桂城街道,新村大道
 佛山市南海区桂城华成勇杂货店,SP4406821250009493,04/24/2015,佛山市南海区桂城平西上海村四区七巷一号首层,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区黄岐德喜超市,SP4406821110187762,04/01/2014,佛山市南海区黄岐广佛路锦城大厦地下,预包装食品、散装食品、乳制品,批发兼零售, , ,23.119485,113.190219,大沥镇,鄱阳路
 佛山市南海区黄岐伯益茶行,SP4406821050135564,07/17/2015,佛山市南海区黄岐凯民茶博城内A10座首层a8、a9号铺,预包装食品,批发兼零售, , ,23.108261,113.176171,大沥镇,广佛路
 佛山市南海区大沥镇黄岐新圣隆茶叶商行,SP4406821250021738,07/16/2015,佛山市南海区大沥镇黄岐凯民茶博城内C8座首层a1号,预包装食品,批发兼零售, , ,23.112072,113.175704,大沥镇,渤海路
 佛山市南海区吉凤茶叶商行,SP4406821250023032,07/24/2015,佛山市南海区桂城叠北村叠北雄州超市首层小商品档第L13号,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区桂城民昌百货店,SP4406821250009372,04/24/2015,佛山市南海区桂城街道平南沙基工业区,预包装食品,零售, , ,23.039034,113.193397,桂城街道,培正路
 佛山市晏氏贸易有限公司,SP4406821210023022,07/24/2015,佛山市南海区桂城街道季华七路2号怡翠玫瑰园41座首层183号铺,预包装食品,批发兼零售, , ,23.014406,113.143678,桂城街道,四村工业五路
 佛山市南海区德仁百货商店,SP4406821250024360,07/29/2015,佛山市南海区大沥镇黄岐广佛路锦城大厦地下东边第二格,预包装食品、散装食品、乳制品,零售, , ,23.127429,113.088974,狮山镇,东边大道
 佛山市南海区丹灶建设良森商店,SP4406821250022097,07/18/2015,佛山市南海区丹灶镇建设村委会斜对面,预包装食品,零售, , ,23.053335,112.914423,丹灶镇,桂丹西路
 佛山市南海区九江志美香杂货店,SP4406821250022503,07/22/2015,佛山市南海区九江下北乡东岸村李家巷13号,预包装食品、乳制品,零售, , ,22.954062,113.010213,南庄镇,群安大街
 佛山市南海区德辉烟酒商行,SP4406821210022505,07/22/2015,佛山市南海区桂城街道75街区北约商厦首层113单元,预包装食品、乳制品,零售, , ,23.042688,113.146464,桂城街道,Y005(夏平西路)
 佛山市南海区西樵元强小笼包店,SP4406821250022458,07/19/2015,佛山市南海区西樵大同同生市场周边铺2号,散装食品、乳制品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区平洲晓旺杂货店,SP4406821250022562,07/22/2015,佛山市南海区平洲夏南一新桥脚,预包装食品、乳制品,零售, , ,23.035463,113.191537,桂城街道,大德路
 佛山市南海区官窑长慧日杂店,SP4406821250024394,07/29/2015,佛山市南海区狮山镇官窑石澎澎东旧饭堂,预包装食品,零售, , ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区丹灶镇艳达百货店,SP4406821250021184,07/11/2015,佛山市南海区丹灶镇横江海滨路76号之二铺位,预包装食品、乳制品,零售, , ,23.042153,112.916239,丹灶镇,珍丰路
 佛山市南海区里水余建勇商店,SP4406821250024142,07/25/2015,佛山市南海区里水镇和顺逢涌村文头岭脚,预包装食品、散装食品、乳制品,零售, , ,23.251034,113.101795,里水镇,X493(金逢路)
 佛山市南海区大沥依众翔达食品商行,SP4406821250021623,07/16/2015,佛山市南海区大沥芦村新铺2号之一,预包装食品,批发兼零售, , ,23.108347,113.12484,大沥镇,S15(沈海高速广州支线)
 佛山市南海区罗村陈双杂货店,SP4406821250022337,07/19/2015,佛山市南海区罗村联星旺南工业区10号,预包装食品、乳制品,零售, , ,23.055965,113.087529,祖庙街道,旺南工业区
 佛山市南海区罗村惠华粮油店,SP4406821250022634,07/22/2015,佛山市南海区罗村罗湖北区金湖花园嘉荣楼9号车库,预包装食品,零售, , ,23.064168,113.048436,狮山镇,金湖二街
 佛山市南海区若宁膳谷五谷杂粮店,SP4406821250022554,07/22/2015,佛山市南海区桂城街道南一路名苑小区8号楼D6座8号铺,预包装食品,零售, , ,23.053331,113.129727,桂城街道,南一路
 佛山市南海区祈福药业连锁有限公司官窑教育路分店,SP4406821210024172,07/26/2015,佛山市南海区狮山镇官窑教育路47号,预包装食品、乳制品,零售, , ,23.092593,112.9764,狮山镇,教育路
 佛山市南海区里水动向游艺城,SP4406821210240619,07/23/2015,佛山市南海区里水镇得胜大朗村商业区综合楼二楼,预包装食品,零售, , ,23.210424,113.138844,里水镇,新街
 佛山市南海九江宝芬腌制品店,SP4406821250022499,07/22/2015,佛山市南海区九江镇梅圳村上北农科站商业街综合楼A3号地铺,散装食品,零售, , ,22.853259,112.999886,九江镇,西海路
 佛山市南海区桂城益大家商店,SP4406821250022600,07/22/2015,佛山市南海区桂城街道平洲镇平西马 村高石东街8号铺,预包装食品,零售, , ,23.027925,113.190786,桂城街道,高石东街
 佛山市南海桂城西约明洁杂货店,SP4406821250022587,07/22/2015,佛山市南海区桂城西约福庆村529号,预包装食品,批发, , ,23.047024,113.139353,桂城街道,海二路
 佛山市南海区书瑶日用杂货店,SP4406821250022579,07/22/2015,佛山市南海区桂城平西坑边村三巷18号之一铺,预包装食品,零售, , ,22.945827,112.984344,西樵镇,江浦东路
 佛山市南海区西樵好凡杂货店,SP4406821250021906,07/17/2015,佛山市南海区西樵爱国杏丰市场商铺33号,预包装食品、乳制品,零售, , ,22.943062,112.956561,西樵镇,上塱大道
 佛山市南海区丹灶曼姑百货店,SP4406821250022101,07/18/2015,佛山市南海区丹灶镇金沙西联八甲村白沙开发区垂虹厂旁,预包装食品,零售, , ,22.992879,112.936483,西樵镇,工业大道
 佛山市南海区丹灶镇董建全百货店,SP4406821250022089,07/18/2015,佛山市南海区丹灶镇大涡鲤鱼工业南区2号任贵春铺位10号,预包装食品、乳制品,零售, , ,23.065271,112.90446,丹灶镇,X512(丹横路)
 佛山市健民医药连锁有限公司念众分店,SP4406821210022280,07/19/2015,佛山市南海区里水镇大冲村口大冲卫生站侧,预包装食品、散装食品、乳制品,零售, , ,23.153599,113.126462,里水镇,X513(联江路)
 佛山市南海区里水张太炎豆腐档,SP4406821250022984,07/24/2015,佛山市南海区里水镇和顺花园大道38号和顺商业广场B栋首层综合市场B107、108号,散装食品,零售, , ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区松岗壮家桶装水店,SP4406821250022538,07/22/2015,佛山市南海区狮山镇松岗禅炭公路万石路段旁南起第9号商铺,预包装食品,零售, , ,23.185045,113.078518,狮山镇,X493(松岗大道)
 佛山市南海区丹灶银河方小红杂货店,SP4406821250022128,07/18/2015,佛山市南海区丹灶镇苏村银丰路宿舍（1）28号铺,预包装食品、乳制品,零售, , ,23.022295,112.902235,丹灶镇,万胜里
 佛山市南海区沁乡扉茶荘,SP4406821050133329,07/16/2015,佛山市南海区狮山镇官窑瑶平路28号枫景居庭2期29号商铺,预包装食品,零售, , ,23.226409,113.073699,狮山镇,振兴北路
 佛山市南海区里水洪惠商店,SP4406821250022992,07/24/2015,佛山市南海区里水镇邓岗村南隅马屯路9号铺,预包装食品、散装食品、乳制品,零售, , ,23.187154,113.14916,里水镇,南隅通道
 佛山市南海区好渔米酒类商行,SP4406821250019760,07/01/2015,佛山市南海区桂城街道简平路2号怡翠馨园首层025号商铺,预包装食品,零售, , ,23.030116,113.16512,桂城街道,佛山一环辅路
 佛山市南海区丹灶多玉百货店,SP4406821250022136,07/18/2015,佛山市南海区丹灶镇横江海滨路东20号首层,预包装食品、乳制品,零售, , ,23.041708,112.916421,丹灶镇,珍丰路
 佛山市南海区九江张雄记日用品店,SP4406821250022152,07/18/2015,佛山市南海区九江镇溢丰市场地下13、14号铺,预包装食品,零售, , ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区大沥卢唐小卖部,SP4406821250021512,07/15/2015,佛山市南海区大沥镇沥雅路桂江农产品综合批发市场5号楼A号铺,预包装食品,零售, , ,23.129288,113.107459,大沥镇,沥西路
 佛山市南海区西樵港益商行,SP4406821250021891,07/17/2015,佛山市南海区西樵镇崇南大德综合城综合楼壹座首层6-7号,预包装食品,零售, , ,23.017186,113.127621,祖庙街道,忠义路
 佛山市南海区大沥徐利娥小卖部,SP4406821250021504,07/15/2015,佛山市南海区大沥沥雅路桂江农产品综合批发市场10B号楼楼梯1号,预包装食品,零售, , ,23.129288,113.107459,大沥镇,沥西路
 佛山市南海区西樵润源商行,SP4406821250018357,06/20/2015,佛山市南海区西樵镇西樵村路边陈村民小组解放路侧路边陈综合楼首层3号,预包装食品,批发兼零售, , ,22.951113,112.981046,西樵镇,解放路
 佛山市南海区西樵郭碟英杂货店,SP4406821050136846,07/17/2015,佛山市南海区西樵镇七星凤台村凤台大道4号,预包装食品,零售, , ,22.900796,112.982604,西樵镇,怡兴北街
 佛山市南海区福广面包食品店,SP4406821250024167,07/26/2015,佛山市南海区狮山镇官窑群岗村委会小江村民一队新区一巷11号,预包装食品,零售, , ,23.223903,113.085989,狮山镇,S361(里官路)
 佛山市南海区大沥丰州食品经营部,SP4406821250007547,04/12/2015,佛山市南海区大沥镇沥东芦村新铺55号,预包装食品,批发兼零售, , ,23.108595,113.122938,大沥镇,芦村东区路
 美心食品（广州）有限公司佛山南海鸿大广场分店,SP4406821110207099,06/22/2014,佛山市南海区桂城街道叠南村圣堂618号鸿大广场A-249号铺,预包装食品、散装食品、乳制品,零售, , ,23.051634,113.129081,桂城街道,海三西路
 佛山市南海区检玉商店,SP4406821050134750,07/15/2015,佛山市南海区松岗新联表村新二十二巷巷口,预包装食品、乳制品,零售, , ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海区罗村好一佳商场,SP4406821050100626,07/22/2015,佛山市南海区罗村联星上三村口球场边,预包装食品、散装食品、乳制品,零售, , ,23.062308,113.070053,狮山镇,桂丹路辅路
 佛山市南海区桂城心连心酒行,SP4406821250022048,07/17/2015,佛山市南海区桂城叠南汇泉农贸市场简易铺12号,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区能源日杂百货店,SP4406821250001366,03/08/2015,佛山市南海区小塘新境市场3号铺,预包装食品、散装食品、乳制品,零售, , ,23.07668,112.976528,狮山镇,X515(小塘工业大道)
 佛山市南海区西樵意德酒庄,SP4406821250237251,02/15/2015,佛山市南海区西樵镇启沅路6号康景轩首层110号商铺,预包装食品,零售, , ,22.955827,112.978606,西樵镇,江浦西路
 佛山市南海区盐步亚丽百货店,SP4406821250000679,03/05/2015,佛山市南海区大沥镇盐步穗盐路河西段华创仓库边西1号,预包装食品,零售, , ,23.085047,113.147126,大沥镇,穗盐西路
 佛山市南海区大沥霍卫副食购销部,SP4406821250239329,02/27/2015,佛山市南海区大沥大发市场西排203号,预包装食品,批发兼零售, , ,23.109734,113.124559,大沥镇,广佛路
 佛山市南海区大沥贤宏日用品店,SP4406821250239312,02/27/2015,佛山市南海区大沥联滘滘口新二区二巷1号之一铺,预包装食品,零售, , ,23.117743,113.132449,大沥镇,滘口路
 佛山市南海平洲怡嘉杂货店,SP4406821250000201,03/01/2015,佛山市南海平洲太平路81号,预包装食品,零售, , ,23.036172,113.204808,桂城街道,太平路
 佛山市南海区狮山幸福时光网吧,SP4406821110219468,09/18/2014,佛山市南海区狮山镇科技工业园A区易毅文商铺2第二层,预包装食品、乳制品,零售, , ,23.108923,113.022127,狮山镇,科宝南路
 佛山市南海喜禾日杂店,SP4406821250000734,03/05/2015,佛山市南海区狮山镇官窑至小榄公路鸪东段（官抱加油站内之二）,预包装食品、乳制品,零售, , ,23.214705,113.044735,狮山镇,X512(官华路)
 佛山市南海区李瑞萍凉菜调味档,SP4406821250001358,03/08/2015,佛山市南海区小塘协丰市场高台27-28号铺,预包装食品、散装食品,零售, , ,23.094353,112.973019,狮山镇,永安路
 佛山市南海区法奥利葡萄酒庄,SP4406821250239224,02/27/2015,佛山市南海区西樵镇西樵村西吴村“过境路边”商业广场-C1栋,预包装食品,零售, , ,22.941685,112.974095,西樵镇,江浦西路
 佛山市南海区秋益日杂店,SP4406821250000252,03/01/2015,佛山市南海区桂城街道平洲平十路31号,预包装食品,零售, , ,23.042763,113.199779,桂城街道,竹基新村大街
 佛山市南海区博亿日用品店,SP4406821250000898,03/05/2015,佛山市南海区九江镇沙头桂香路8号雅怡居首层102号商铺,预包装食品、散装食品、乳制品,零售, , ,22.916224,113.023596,九江镇,清平路
 佛山市南海区和顺谢华商店,SP4406821250001671,03/11/2015,佛山市南海区里水镇和顺沙岗村民小组路口处,预包装食品,零售, , ,23.201026,113.158807,里水镇,新兴路
 佛山市南海九江仙龙日用品店,SP4406821250000880,03/05/2015,佛山市南海区九江镇下西南队侯王村136号,预包装食品、散装食品,零售, , ,22.836284,113.003255,九江镇,南约路
 佛山市南海区西樵晋祺杂货店,SP4406821150209830,07/07/2014,佛山市南海区西樵镇官山城区朝安路8号,预包装食品、乳制品,零售, , ,22.94355,112.973057,西樵镇,朝安路
 佛山市文武酒业有限公司,SP4406821210000949,03/05/2015,佛山市南海区狮山镇小塘长安路合兴楼西2号铺,预包装食品,批发, , ,23.106169,112.967859,狮山镇,三环西路辅路
 佛山市南海区官窑旺龙日杂店,SP4406821250238176,02/21/2015,佛山市南海区狮山镇官窑永安大道永安小学旁,预包装食品、散装食品、乳制品,零售, , ,23.22772,113.080551,狮山镇,永安大道
 佛山市南海区贡养百货店,SP4406821250000189,02/28/2015,佛山市南海区大沥镇盐步东秀官田村向阳南1号,预包装食品,零售, , ,23.094057,113.196771,大沥镇,官田大街
 佛山市南海区九江富佳茶艺馆,SP4406821150217145,08/30/2014,佛山市南海区九江镇梅圳上北农科站内商业街B1号铺,预包装食品、乳制品,零售, , ,23.129717,113.001205,狮山镇,丽怡路
 佛山市南海平洲夏教洪珠杂货店,SP4406821250000228,03/01/2015,佛山市南海平洲夏教市场首层78号铺,预包装食品、乳制品,零售, , ,23.048476,113.16458,桂城街道,夏西大道
 佛山市南海区九江荣波日用百货店,SP4406821250000863,03/05/2015,佛山市南海区九江下西大伸队265号地铺,预包装食品,零售, , ,23.01851,113.209481,桂城街道,宝翠路
 佛山市南海区鼎誉商店,SP4406821250000935,03/05/2015,佛山市南海区小塘狮山新城光明市场62号铺,预包装食品,批发兼零售, , ,23.137408,112.957077,狮山镇,塘新一路
 佛山市南海九江盈丰立成日杂店,SP4406821250000871,03/05/2015,佛山市南海区九江镇上西村相府直街264号,预包装食品、乳制品,零售, , ,22.839388,112.976833,九江镇,上西大道
 佛山市南海区大沥品茗居茶行,SP4406821250000662,03/05/2015,佛山市南海区大沥新风路6号,预包装食品、散装食品,批发兼零售, , ,23.113143,113.11411,大沥镇,新风路
 佛山市南海区欣辉桶装水店,SP4406821150191198,04/24/2014,佛山市南海区狮山镇官窑起凤东路22号首层西面铺位,预包装食品,零售, , ,23.230127,113.079893,狮山镇,教育路
 佛山市南海区丹灶农贸市场怡茗茶庄,SP4406821250239169,02/27/2015,佛山市南海区丹灶农贸市场12号,预包装食品,零售, , ,23.04066,112.911657,丹灶镇,富民路
 佛山市南海区大沥钰和小卖部,SP4406821250239304,02/27/2015,佛山市南海区大沥禅炭路沥西路段大沥汽车客运站临街商铺2号铺(自编）,预包装食品,零售, , ,23.12435,113.098663,大沥镇,松岗大道南辅路
 佛山市南海恒皓综合店,SP4406821250000927,03/05/2015,佛山市南海区狮山中心城区人民西路北侧俊景花园俊博苑商铺112号,预包装食品、乳制品,批发兼零售, , ,23.128824,112.997779,狮山镇,红星一路
 佛山市南海区桂城石立兴杂货店,SP4406821250000033,02/28/2015,佛山市南海区桂城石二村工业区路边,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海盐步横江永利副食店,SP4406821250239281,02/27/2015,佛山市大沥镇南海区盐步横江横沙路44号1号铺,预包装食品,零售, , ,23.114641,113.165214,大沥镇,盐步横江横沙路
 佛山市南海区庆风酒类商行,SP4406821250239216,02/27/2015,佛山市南海区大沥体育路建银大厦首层7号铺,预包装食品,零售, , ,23.057785,113.041074,狮山镇,城中路
 佛山市南海沙头山根利民生油店,SP4406821250000775,03/05/2015,佛山市南海区九江镇沙头英明乡东兴队忠义大街8号,预包装食品、散装食品,零售, , ,22.892896,113.034103,九江镇,先锋村大街
 佛山市南海区段兵粮油店,SP4406821250000041,02/28/2015,佛山市南海区桂城平洲市场首楼6号铺,预包装食品,零售, , ,23.031854,113.204506,桂城街道,新市场中路
 佛山市南海区多安杂货店,SP4406821050156103,07/05/2013,佛山市南海区桂城街道平南顺利合记围,预包装食品,零售, , ,23.012597,113.216722,桂城街道,顺二大道
 佛山市南海区官窑暄晟日杂店,SP4406821250000718,03/05/2015,佛山市南海区狮山镇官窑永安大道东31号首层,预包装食品、散装食品、乳制品,零售, , ,23.228808,113.082171,狮山镇,永安大道
 佛山市南海益众日用百货店,SP4406821250001124,03/07/2015,佛山市南海九江文明路14号,预包装食品、散装食品,零售, , ,22.944387,112.97101,西樵镇,文明路
 佛山市南海区沙头英明焕发杂货店,SP4406821250001116,03/07/2015,佛山市南海区九江镇沙头英明英龙村30号地铺,预包装食品、散装食品、乳制品,零售, , ,22.833696,112.988233,九江镇,江滨路
 佛山市南海区西樵李伟玲茶叶店,SP4406821250238891,02/27/2015,佛山市南海区西樵吉水荣华楼3号铺,预包装食品,零售, , ,22.942854,112.970906,西樵镇,文明路
 佛山市南海区罗村朗沙广权日用品商店,SP4406821250238998,02/27/2015,佛山市南海区罗村朗沙南星一队,预包装食品,零售, , ,23.052611,113.023845,狮山镇,Y109(罗务路)
 佛山市南海区大沥叶红小卖部,SP4406821250239273,02/27/2015,佛山市南海区大沥奇槎勒边,预包装食品、乳制品,零售, , ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海区大沥芳发小卖部,SP4406821250239337,02/27/2015,佛山市南海区大沥沥西沥雅路口16号铺,预包装食品,零售, , ,23.12463,113.099635,大沥镇,松岗大道南辅路
 佛山市南海区大沥镇黄岐茗世茶行,SP4406821250238711,02/26/2015,佛山市南海区大沥镇黄岐凯民茶博城内A4座首层a28号,预包装食品,批发兼零售, , ,23.112072,113.175704,大沥镇,渤海路
 佛山市南海区狮山孙守亮粮油店,SP4406821250000121,02/28/2015,佛山市南海区狮山招大村招大路招大市场粮油1号铺,预包装食品,零售, , ,23.093127,113.030053,狮山镇,Y115(招大路)
 佛山市南海区西樵川仔烧腊档,SP4406821250239265,02/27/2015,佛山市南海区西樵海舟开发区市场南05铺,散装食品,零售, , ,22.915273,112.924018,西樵镇,海舟开发区北路
 佛山市南海区平洲平北滨滨杂货店,SP4406821250000531,03/04/2015,佛山市南海区平洲平北江左,预包装食品、乳制品,零售, , ,23.035463,113.191537,桂城街道,大德路
 佛山市南海区九江上西百佳杂货店,SP4406821250000767,03/05/2015,佛山市南海区九江上西先锋村78号地铺,预包装食品、散装食品、乳制品,零售, , ,22.894759,113.033146,九江镇,先锋村大街
 佛山市南海区大沥远威食用油经营部,SP4406821250000236,03/01/2015,佛山市南海区大沥镇沥雅路南海创贸投资有限公司商铺24号楼3、4号,预包装食品,批发兼零售, , ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海区里水艺豪游艺城,SP4406821210239368,02/28/2015,佛山市南海区里水镇得胜管理区学基塘村,预包装食品,零售, , ,23.218041,113.148933,里水镇,得金观音庙路
 佛山市南海区桂城佳和百货店,SP4406821250237704,02/16/2015,佛山市南海区桂城夏东五房沙工业区,预包装食品、乳制品,零售, , ,23.036971,113.18012,桂城街道,佛平四路
 佛山市南海区丹灶镇叁珍杂货店,SP4406821250239152,02/27/2015,佛山市南海区丹灶镇民丰路8号吉祥楼105号铺,预包装食品,零售, , ,23.040442,112.912006,丹灶镇,民丰路
 佛山市南海区标盛酒类贸易商行,SP4406821250018638,06/24/2015,佛山市南海区桂城街道平洲永安南路23号富华大厦三层之一3-341室,预包装食品,零售, , ,23.024205,113.196195,桂城街道,永安南路
 佛山市南海区大沥港优盛食品商行,SP4406821250016343,06/05/2015,佛山市南海区大沥镇沥东芦村新铺13号,预包装食品,零售, , ,23.108595,113.122938,大沥镇,芦村东区路
 佛山市南海区桂城友丰食品商行,SP4406821250016923,06/07/2015,佛山市南海区桂城街道南约大道二区37号之2,预包装食品,批发兼零售, , ,23.040531,113.141471,桂城街道,天佑六路
 佛山市南海生益号茶叶商行,SP4406821250017022,06/10/2015,佛山市南海区大沥镇黄岐凯民茶博城内C1座首层a37号,预包装食品,批发兼零售, , ,23.112072,113.175704,大沥镇,渤海路
 佛山市南海区展泰酒行,SP4406821250016335,06/05/2015,佛山市南海区大沥镇沥雅路以南南海创贸投资有限公司商铺24号楼39A号铺,预包装食品,批发, , ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海区桂城惠然饮用水商店,SP4406821250016931,06/07/2015,佛山市南海区桂城街道平北六村桂平路旁自编1号,预包装食品,零售, , ,23.033446,113.193605,桂城街道,六村大道
